Id,title,description,channel,duration,views
mFE-E5LpStQ,L'arsenal nucléaire russe passé au crible,"“À chaque fois que l’armée russe est en difficulté sur le terrain, Poutine brandit la menace nucléaire. À chaque fois qu’il y a des réunions internationales ou que les Occidentaux augmentent leur aide à l'Ukraine, il brandit la menace nucléaire.” Isabelle Lasserre


🔴 LCI EN DIRECT : https://www.tf1info.fr/direct/


L’actualité TF1 et LCI en continu avec TF1 INFO : https://www.tf1info.fr/


➡️ Téléchargez notre application gratuite pour suivre l’actualité : https://tf1infos.page.link/app",LCI,PT18M25S,265944
HVHqbm_RuIY,"Michel Onfray, Charlie Hebdo, l'Islam et la France - On n'est pas couché 17 janvier 2015 #ONPC","Michel Onfray, philosophe, est l'invité de Laurent Ruquier suite à sa tribune dans le Point sur les attentats de Charlie Hebdo qui ont eu lieu le 7 Janvier 2015.

On n'est pas couché
17 janvier 2015
Laurent Ruquier avec Léa Salamé & Aymeric Caron
France 2
#ONPC

Toutes les informations sur les invités et leur actualité 
http://www.france2.fr/emissions/on-n-est-pas-couche

Suivez @ONPCofficiel et réagissez en direct avec le hashtag #ONPC 
https://twitter.com/ONPCofficiel
Continuez le débat sur Facebook
https://www.facebook.com/onpcF2",On n'est pas couché,PT49M43S,3275193
WINbA7jER6w,Arno Klarsfeld: « L'Ukraine ne peut pas gagner sur les Russes qui sont trois fois plus nombreux »,"Le 25 janvier, l'Allemagne a autorisé les pays qui possèdent des chars Leopard à en envoyer aux forces ukrainiennes. Elle va elle-même fournir 14 chars. Dans la foulée, Joe Biden a annoncé que les États-Unis enverraient 31 chars Abrams. Entretien avec Arno Klarsfeld, avocat et écrivain.
#ukraine #russie 
🔔 Abonnez-vous à notre chaîne : https://rfi.my/YTfr
🔴 Suivez RFI en DIRECT vidéo ici : https://rfi.my/YTliveFR
🌍 L’actualité du monde et de l’Afrique en direct : https://www.rfi.fr/fr/
Rejoignez-nous sur Facebook : https://rfi.my/FBfr
Suivez-nous sur Twitter : https://rfi.my/TWfr
Découvrez l’actu en images sur Instagram : https://rfi.my/IGfr",RFI,PT9M3S,603293
qn7RD02CAOo,"""Il faut faire mal à Poutine, et vite !"" - W. Burns, Directeur de la CIA","🔴 LCI EN DIRECT : https://www.tf1info.fr/direct/


L’actualité TF1 et LCI en continu avec TF1 INFO : https://www.tf1info.fr/


➡️ Téléchargez notre application gratuite pour suivre l’actualité : https://tf1infos.page.link/app",LCI,PT20M55S,618624
7SU-G8uMCTg,"Chaos, obstructions : à quoi sert encore l’Assemblée nationale ?","Avec André GERIN, ancien député maire de Venissieux
Georges Kusmanovic, président de République souveraine
Maxime Le Nagard, Rédacteur en chef de Front Populaire La Revue

Retrouvez L'heure libre, en partenariat avec Front Populaire La Revue (https://frontpopulaire.fr/) avec Michel Onfray et Stéphane Simon, tous les samedis de 10h à 11h sur les ondes de Sud Radio. 
---
Abonnez-vous pour plus de contenus : http://ow.ly/7FZy50G1rry 

———————————————————————

🎧 Retrouvez nos podcasts et articles : https://www.sudradio.fr/ 

———————————————————————

🔴 Nous suivre sur les réseaux sociaux 🔴

▪️ Facebook : https://www.facebook.com/SudRadioOfficiel
▪️ Instagram : https://www.instagram.com/sudradioofficiel
▪️ Twitter :  https://twitter.com/SudRadio 
▪️ TikTok : https://www.tiktok.com/@sudradio?lang=fr 
———————————————————————
##L_HEURE_LIBRE-2023-02-25##",Sud Radio,PT44M43S,29730
y2P2TMs4W8s,Ukraine : le plan de paix chinois peut-il aboutir ?,"Les Vraies Voix avec Philippe Bilger, Loïk Le Floch Prigent,  Pierre-Yves Martin et Christian Malard, Consultant diplomatique international pour la chine internationale I24 news et presentateur du talk show Malard en liberté et Malard at large.

Retrouvez Les Vraies Voix avec Cécile de Ménibus et Philippe David  du lundi au vendredi de 17h à 20h sur #SudRadio.
---
Abonnez-vous pour plus de contenus : http://ow.ly/7FZy50G1rry 

———————————————————————

▶️ Suivez le direct : https://www.dailymotion.com/video/x75yzts 
🎧 Retrouvez nos podcasts et articles : https://www.sudradio.fr/ 

———————————————————————

🔴 Nous suivre sur les réseaux sociaux 🔴

▪️ Facebook : https://www.facebook.com/SudRadioOfficiel 
▪️ Instagram : https://www.instagram.com/sudradioofficiel/ 
▪️ Twitter : https://twitter.com/SudRadio 
▪️ TikTok : https://www.tiktok.com/@sudradio?lang=fr 
———————————————————————

☀️ Et pour plus de vidéos des Vraies Voix : https://youtube.com/playlist?list=PLaXVMKmPLMDRB7z8JrbG9LyNtTmhxaU-a 

##LE_GRAND_DEBAT_DES_VRAIES_VOIX-2023-02-24##",Sud Radio,PT19M18S,40501
CgpoXyGlkQY,"Guerre en Ukraine : ""Vladimir Poutine attend manifestement la suite, il a l'espace et le temps""","Guerre en Ukraine : ""Vladimir Poutine attend manifestement la suite, il a l'espace et le temps"", estime Hélène Carrère d’Encausse, secrétaire perpétuel de l’Académie Française et spécialiste de la Russie, invitée d’Adrien Gindre dans Les Matins LCI.",LCI,PT22M4S,318446
erkKTCaj31I,Les USA n'excluent pas que les OVNIS abattus puissent être extraterrestres,"Le mystérieux ballon chinois avait été abattu le 4 février au large de la Caroline du Sud. Washington assure qu'il s'agit d'un engin espion, Pékin affirme que l'appareil était civil. La marine américaine a récupéré en mer d'importantes parties de sa structure.


🔴 LCI EN DIRECT : https://www.tf1info.fr/direct/


L’actualité TF1 et LCI en continu avec TF1 INFO : https://www.tf1info.fr/


➡️ Téléchargez notre application gratuite pour suivre l’actualité : https://tf1infos.page.link/app",LCI,PT21M48S,340799
2xgj-POfU7Y,KEMI SEBA : la philosophie de la panafricanité | Entretien,"Entretien avec Kémi Séba, panafricaniste, écrivain, chroniqueur et activiste. A l'occasion de la sortie de son nouveau livre ""Philosophe de la panafricanité fondamentale"", disponible le 24 février, nous avons rencontré Kémi Séba pour un entretien de fond sur les idées du concerne : le panafricanisme, modernité VS tradition, l'émancipation de l'Afrique et les axes de mobilisation militante pour construire le monde de demain.

➡️ ABONNE-TOI : http://bit.do/alohanews 

➡️ CRÉDITS 

Interview : Nikita

 ➡️ NOUS SUIVRE

Facebook: https://www.facebook.com/Alohanews/
Instagram: https://www.instagram.com/alohanewsoff/
Twitter: https://twitter.com/alohanews_

➡️ Où trouver nos articles mis à jour: http://alohanews.be/

© ALOHANEWS - 2023 - ABONNE-TOI !",Alohanews,PT54M35S,75137
JMvHi4OyGhE,Jusqu'où aider l'Ukraine ? Le Grand Face-à-Face avec Raphaël Glucksmann,"Emission spéciale à presque 365 jours de guerre en Ukraine. Jusqu’où soutenir les Ukrainiens ? Comment conduire la Russie à la défaite sans pourtant rentrer directement en guerre ? Débat avec l’essayiste et eurodéputé ""Place Publique"", Raphaël Glucksmann. Plus d'info : https://www.radiofrance.fr/franceinter/podcasts/le-grand-face-a-face/le-grand-face-a-face-du-samedi-18-fevrier-2023-6999178",France Inter,PT55M39S,15311
f-2ShQOwWTE,Ukraine: l’invité Jacques Baud analyste stratégique décrypte un an de conflit,"For more videos, visit: http://youtube.com/ @AL24newschannel
Like us on Facebook: https://www.facebook.com/AL24newschannel
Follow us on Twitter (عربي) : twitter.com/AL24newschannel
Follow us on Twitter (عاجل عربي) twitter.com/Al24Breaking
Follow us on Twitter (Français) : https://twitter.com/AL24Francais
Find out our best photos on Instagram: nstagram.com/al24newschannel
Follow us on TikTok : https://www.tiktok.com/@ al24newsofficial
 تابعونا على الترددات التالية:
نايل سات
10922 V 27500
11680 H 27500",AL24news - قناة الجزائر الدولية,PT25M54S,99648
kyfMuEVV8c4,"Serge Marquis, auteur et spécialiste en santé mentale | Pauline Laigneau","Aujourd’hui, pour ce nouvel épisode du podcast, j’ai eu le plaisir d’accueillir à mon micro Serge Marquis, auteur bestseller et spécialiste en santé mentale.

Il a développé un intérêt tout particulier pour le stress, l’épuisement professionnel et puis aussi la détresse psychologique, la perte de sens dans l’espace du travail ou encore l’équilibre entre la vie professionnelle et la vie personnelle.

Dans cet épisode, on a parlé de nos discours intérieurs, des ""histoires"" qui deviennent notre réalité, de toutes ces petites voix qui nous font parfois souffrir.

Il a d’ailleurs écrit un ouvrage à ce sujet qui s’appelle Pensouillard le hamster: Petit traité de décroissance personnelle que je vous recommande vivement.

Alors qui est ce petit pensouillard ?

Et bien c’est ce fameux hamster, cette petite voix qui est dans notre tête et qui tourne, qui tourne, qui tourne, qui souvent tourne de manière automatique.

Ce livre permet de nous rendre compte qu’on est tous pareils finalement et qu’on a tous ce réflexe d’être soumis à nos pensées qui sont en général issues de notre enfance.

On a parlé dans le cadre de cette interview avec Serge, à la fois de nos pensées automatiques mais également d’un sujet qui me tenait à coeur, à savoir le regard des autres et de son impact sur nos comportements et nos pensées :

En quoi l’interprétation qu’on peut avoir du regard des autres va considérablement influencer ce fameux petit hamster qui tourne, qui tourne, qui tourne dans notre tête?
J’ai pour ma part trouvé cette interview absolument passionnante. À vrai dire, j’ai déjà envie d’en faire une deuxième !

En plus avec l’accent québécois de Serge, je trouve qu’on est tout de suite dépaysé :)

J’espère que cet épisode vous plaira autant qu’à moi !

D’ailleurs, si c’est le cas, n’hésitez pas à lui dire sur Instagram ou LinkedIn. Je suis sûre que Serge sera ravi de voir que mon audience française le suit outre Atlantique !

Notes et références de l’épisode :

Pour retrouver Serge :
Sur LinkedIn : https://www.linkedin.com/in/serge-marquis-97a59269/
Sur Instagram : https://www.instagram.com/serge_marquis_auteur/?hl=fr
Sur son site : https://www.tortue-marquis.com/

Autres livres et personnes cités dans l’épisode :

-Pensouillard le hamster : Petit traité de décroissance personnelle : https://www.tortue-marquis.com/publications/pensouillard-le-hamster
-Richard Moss les cadrans : https://richardmoss.com/fr/richard-moss/
-Joni Mitchell “la capacité de transmettre, de savourer et de créer, tout ça c’est ce qu’on est vraiment” 

Chapitrage : 
00:00 Introduction 
02:43 Début de l'interview avec Serge Marquis
51:30 Sa vision de L'échec
1:02:55 Fin de l'épisode

QUI SUIS-JE ?
Cela fait plus de 10 ans que j'entreprends.
Après être passée par l'Ecole Normale Supérieure et HEC, j'ai créé Gemmyo, désormais l'une des marques de joaillerie référentes en France et le groupe ""Le Gratin"", qui comprend médias, coaching et formations.
Ma passion, c'est le business... et plus précisément ce que j'appelle le ""Business Lifestyle"".
Nous passons l'équivalent de 15 ans de notre vie à travailler si l'on met bout à bout tous les jours liés au professionnel.
Alors, autant faire en sorte que tout ce temps soit le plus agréable et constructif possible.

POUR ME SUIVRE
Sur Instagram : https://www.instagram.com/paulinelaigneau/
Sur LinkedIn : https://www.linkedin.com/in/pauline-laigneau/
Sur Facebook : https://www.facebook.com/PaulineLaigneauLeGratin/
Sur Twitter : https://bit.ly/39zaO3E
Le podcast : https://le-gratin.lnk.to/podcast

La News du podcast : https://le-gratin.us7.list-manage.com/subscribe?u=e0c6cb1a82aa671ff23cdd04f&id=b5dc59d89f
Une mini newsletter pour vous nourrir en plus du podcast. Très courte, à lire en 5mn top chrono de ce qui m’a marqué dans les dernières semaines : livres à lire, réflexions, applis à télécharger, citations, films ou documentaires à voir etc.

Enfin si cet épisode vous a plu ou que vous avez des feedbacks à me faire, n’hésitez pas à me laisser un commentaire juste ici 👇

#sergemarquis #regarddesautres #santémentale",Pauline Laigneau,PT1H4M11S,3291
oPvItkvi3jc,Thierry Patrice - La méchanceté est-elle le propre de l'Homme ?,Il est commun de dire que l'Homme est méchant et qu'avec quelques efforts il pourrait s'amender. Là réside l’espérance. Cette espérance suppose une nature qui ne serait pas irrémédiablement figée en l'état. Pourtant peu d’animaux sont méchants au sens où nous l'entendons et jamais à l'échelle dont nous sommes capables. Dès lors la méchanceté serait-elle spécifique donc génétique ou environnementale ?,NantesUniv,PT1H10M24S,81878
flecCNe8yCA,L'intelligence  émotionnelle:  quelle utilité dans l'entreprise?,"Conférence organisée par le Coach Center - Développement Personnel & Professionnel des étudiants de Grenoble EM 

Bernard Flavien, conférencier, comédien et coach en développement personnel intervient à Grenoble Ecole de Management et livre quelques clefs pour faire d'une émotion: une compagne de route...
reportage disponible ici: https://youtu.be/U0hl41YMynk",Grenoble Ecole de Management,PT55M17S,6741013
X7PS6RTkCDc,"Etienne Klein : ""Peut-on penser contre son cerveau ?"" [Conférence AGORA]","Etienne Klein, physicien, philosophe des sciences tiendra l’une des cinq grandes conférences inaugurales de rentrée mercredi 26 septembre à 16h15 :
"" Peut-on penser contre son cerveau ? """,École Centrale de Lyon,PT1H42M47S,180404
BiTV0PLYY-Q,L'interprétation des rêves a-t-elle un sens ?,"Conférence de Tobie Nathan, ethnopsychiatre, professeur émérite de psychologie clinique et pathologique, université Paris 8.

Crédits : EPPDCSI 2016",Cité des sciences et de l'industrie,PT1H38M29S,61655
6Zl5uyRSmxE,Serge Marquis - Je : connais-toi toi-même : comment fait-on cela ?,"Serge Marquis vous présente son ouvrage ""Je : connais-toi toi-même : comment fait-on cela ?"" aux éditions Flammarion. Entretien avec Sylvie Hazebroucq.

Retrouvez le livre : https://www.mollat.com/livres/2505159/serge-marquis-je-connais-toi-toi-meme-comment-fait-on-cela

Note de musique : © mollat
Sous-titres générés automatiquement en français par YouTube.

Visitez le site : http://www.mollat.com/ 
Suivez la librairie mollat sur les réseaux sociaux : 
Instagram : https://instagram.com/librairie_mollat/
Facebook : https://www.facebook.com/Librairie.mollat?ref=ts 
Twitter : https://twitter.com/LibrairieMollat 
Linkedin : https://www.linkedin.com/in/votre-libraire-mollat/
Soundcloud: https://soundcloud.com/librairie-mollat 
Pinterest : https://www.pinterest.com/librairiemollat/ 
Vimeo : https://vimeo.com/mollat",librairie mollat,PT55M32S,32734
eOZmORZcKHI,"La sérénité, ça s'apprend / conférence de Christophe André / MAIF","Cette conférence est animée par Christophe André, psychiatre à l’hôpital Sainte-Anne à Paris. 
Pour suivre toutes les conférences web de la MAIF, rendez-vous sur https://www.maif.fr/conferencesweb",Éducation parents-profs,PT2H23M27S,1166886
ccInDpls7ZU,François Hollande - La France et les bouleversements du monde,"À l'occasion de la sortie récente de son ouvrage ""Bouleversements - Pour comprendre la nouvelle donne mondiale"" aux éditions Stock, M. le Président François Hollande, ancien Président de la République Française (2012-2017), était invité à l'Université Permanente de Nantes dans le cadre d'un entretien exceptionnel pour faire un point sur la situation géopolitique internationale. 

Rencontre animée par Ulrich Huygevelde (Euradio/Géopolis Bruxelles).

""En 2022, la guerre est de retour en Europe. L’invasion de l’Ukraine par la Russie révèle que le monde, depuis une décennie, connaît une mutation qui a bouleversé les équilibres, renversé les hiérarchies et mis au jour des dangers majeurs pour la planète : sanitaires, climatiques, sécuritaires, politiques. Les démocraties sont mises à l’épreuve. À l’intérieur par les populistes, à l’extérieur par le retour des empires. L’Europe est désormais devant son destin : être une puissance ou une nostalgie."" F. Hollande

#geopolitique 

------------------------------------------------------------------------

François Hollande a été Président de la République Française de mai 2012 à mai 2017. Magistrat à la Cour des comptes et brièvement avocat, il est élu pour la première fois député en 1988. Il exerce la fonction de premier secrétaire du Parti Socialiste (PS) de 1997 à 2008. Au niveau local, il est maire de Tulle de 2001 à 2008 et président du conseil général de Corrèze de 2008 à 2012. Aujourd’hui, il préside la Fondation ""la France s’engage"" dont la mission est de soutenir toutes les initiatives qui contribuent à renforcer la solidarité et à créer du lien entre les citoyens.

-------------------------------------------------

Abonnez-vous à la chaîne pour retrouver toutes nos vidéos : https://www.youtube.com/UnivNantes/?sub_confirmation=1

Suivez Nantes Université sur les réseaux sociaux : 

FACEBOOK : https://www.facebook.com/nantesuniv
TWITTER : https://twitter.com/NantesUniv
INSTAGRAM : https://www.instagram.com/nantes.univ/
LINKEDIN : https://www.linkedin.com/school/universite-de-nantes/",NantesUniv,PT1H48M54S,217092
L-owDCMbHpU,#247 Natacha Calestrémé et Lydie Castells : L’art de prendre les bonnes décisions !,"Anne Ghesquière reçoit dans Métamorphose Natacha Calestrémé et Lydie Castells. Natacha est journaliste, réalisatrice et auteure, membre de la société des explorateurs français et auteure de livres best-sellers. Lydie est auteure, chef d’entreprise et créatrice de la Numérologie stratégique.
Prendre la bonne décision, se positionner lorsque l’on a une action importante à faire, quelle attitude adopter dans une situation problématique, comment gérer tension, conflit et incompréhension, que ce soit au travail, dans vos finances, en couple ou en famille. Avant d’envoyer tout balader écoutez donc mes deux invitées, des sœurs, jumelles d’ailleurs. Duo de choc que j’accueillie pour nous parler de l’art de prendre des bonnes décisions et surtout de trouver des solutions face aux situations que nous rencontrons dans la vie. Épisode #247

Retrouvez leurs podcast précédents :
#237 Lydie Castells : Mon enfant et la numérologie : https://www.youtube.com/watch?v=toB05xo8gJI
#231 Natacha Calestrémé : Trouver ma Place ! : https://www.youtube.com/watch?v=EKX_qugbGok 

Avec Natacha Calestrémé et Lydie Castells, j'aborderai les thèmes suivants (extrait des questions) :
- Vous signez avec une troisième auteure Lysiane Levy, ce coffret de 44 cartes La numérologie en action, un problème = une solution. Quelle est l’histoire de ce coffret ?
- Lydie Castells , je pense que l’idée n’est pas de trouver l’unique réponse mais de faire réfléchir dans une situation donnée pour faire évoluer la réflexion autour d’un blocage ?
- Natacha Calestrémé, toi qui vient de publier ton livre sur le fait de ""Trouver ma place"", quand on se trouve coincé dans une impasse dans sa vie, cela a-t-il souvent à voir avec la place que l’on occupe en fait ?
- C’est quoi pour vous prendre ""une bonne décision"" Lydie Castells, car dans la vie de tous les jours, finalement on ne sait pas quelles sont les conséquences d’une décision.
- Lydie Castells, chaque chiffre ou maitre nombre porte une vibration particulière avec deux messages potentiels ?
- Natacha Calestrémé, on passe aux exemples avec 6 situations types !

Qui sont mes invitées de la semaine, Natacha Calestrémé et Lydie Castells ?
Natacha Calestrémé est journaliste, réalisatrice et auteure, membre de la société des explorateurs français et auteure de livres best-sellers dont vous avez bien entendu parler dans Métamorphose.
Lydie Castells est aussi auteure, chef d’entreprise, référante en France en numérologie et créatrice de la Numérologie stratégique.
Leur jeu de cartes est paru aux du Editions Courrier du livre : La numérologie en action, un problème = une solution avec Lysiane Lévy.
Natacha a publié chez Albin Michel Trouver ma place et Lydie Je découvre le potentiel de mon enfant par la numérologie aux Editions Eyrolles

Quelques citations du podcast avec Natacha Calestrémé et Lydie Castells :
""La numérologie est un outil de projection pour vous aider à vous positionner face à un questionnement.""
""La peur est la projection d'un futur qu'on imagine négatif.""

Soutenez notre podcast en rejoignant dès maintenant la Tribu Métamorphose : https://patreon.com/metamorphose 

Retrouvez Métamorphose, le podcast qui éveille la conscience sur :

Apple Podcast : https://podcasts.apple.com/fr/podcast/métamorphose-éveille-ta-conscience/id1448632119
Spotify : https://open.spotify.com/show/4hHandfWA1QXgEEBod4egE
Deezer : https://www.deezer.com/fr/show/70581

Suivez l'actualité des épisodes Métamorphose Podcast sur Instagram, découvrez l'invité de la semaine et gagnez des surprises ;-)

Bonne écoute

Photo DR","Métamorphose, éveille ta conscience",PT48M9S,110356
yO2Nkf7n8x8,#8 Marek Halter : Rêver de changer le monde,"Bienvenue dans la nouvelle série Métamorphose sur la “Psychologie Positive"" avec Guila Clara Kessous, coach, auteure et artiste metteuse en scène nommée ""artiste de l'UNESCO pour la paix"". Durant 8 semaines, elle accueillera des personnalités inspirantes et expertes afin de vous aider à trouver des clés concrètes d’épanouissement au quotidien.
Épisode #8

Guila Clara Kessous reçoit Marek Halter, intellectuel, écrivain et romancier traduit dans le monde entier.

Est-ce que ce Sage, ce vénérable du Sommet, pratique la psychologie positive dans sa volonté de changer le monde ? C’est ce dont nous allons parler avec Marek Halter qui est un véritable sage en chair et en os. Son œuvre a été traduite en plus de vingt langues et s’est vendue à des millions d’exemplaires à travers le monde.

Avec Marek Halter j'aborderai les thèmes suivants (extrait des questions) :
    Ce qui frappe dans toute votre œuvre, que ce soit vos fictions, vos essais ou vos réflexions, c’est cette constante d’espoir qui vous fait tenir… Un espoir qui vous permet de continuer votre travail de philosophe poète. Comment gardez vous l’espoir et la force de continuer ?
    Est-ce qu’il y a un sujet tabou sur lequel vous ne vous êtes jamais permis d’écrire ?
    Vous considérez-vous comme un Sage ?
    Qu’avez-vous envie de transmettre aujourd’hui ? 

Qui est Marek Halter ?
Marek Halter est un intellectuel, écrivain et romancier traduit dans le monde entier. Son œuvre a été traduite en plus de vingt langues et s’est vendue à des millions d’exemplaires à travers le monde. Depuis plus de dix ans, il explore dans des romans-événements la place des grandes figures féminines dans les religions monothéistes. Aujourd'hui nous allons parler de son livre ""Je rêvais de changer le monde"" paru aux éditions Robert Laffont.

Quelques citations de l'épisode #8 avec Marek Halter : 
""Quand on commence la vie dans les ghettos de Varsovie on ne peut que vivre avec l’espoir.""
""À l’origine de toutes les grandes religions il y a les femmes.""
""Les chiffres sont des abstractions, ce ne sont pas des visages, ce ne sont pas des vies.""
""Rien ne vaut la vie, c’est ça le bonheur.""

       #psychologiepositive #psychologiepositive  #MarekHalter #EditionsrobertLaffont #changerlemonde 

Retrouvez Métamorphose, le podcast qui éveille la conscience sur : 
Apple Podcast https://itunes.apple.com/fr/podcast/m%C3%A9tamorphose-le-podcast-qui-%C3%A9veille-la-conscience/id1448632119?mt=2/ 
Google Podcasts https://www.google.com/podcasts?feed=aHR0cHM6Ly9mZWVkLnBpcHBhLmlvL3B1YmxpYy9zaG93cy81YzJlNzk4NzRlNThhMmMyNTg4OWJmZWU&fbclid=IwAR3S0Q5DYIhwfPDz0LW9WeJ-hHYaSh5wUNy9Yt6hNtkD0ztwsEqzjbqhkko 
Spotify 
https://open.spotify.com/show/4hHandfWA1QXgEEBod4egE?si=S0OqAiXKSuyjBObe7O0k3w 
Deezer 
https://www.deezer.com/fr/show/70581 SoundCloud https://soundcloud.com/user-629924503/sets CastBox https://castbox.fm/channel/M%C3%A9tamorphose%2C-le-podcast-qui-%C3%A9veille-la-conscience-id1913889?country=fr TuneIn http://tun.in/pjhbF 

Suivez l'actualité des épisodes Métamorphose Podcast sur Instagram, découvrez l'invité de la semaine et gagnez des surprises ;-)
 https://www.instagram.com/metamorphosepodcast/ 

Bonne écoute

Photo © Bruno Lévy","Métamorphose, éveille ta conscience",PT48M32S,6915
y6NVYDS-lx8,#169 Esther Schmitt : J’arrête de me sentir fatigué.e !,"Anne Ghesquière reçoit dans Métamorphose Esther Schmitt qui est naturopathe, diplômée en nutrition, formée à la chronobiologie alimentaire et à l’Access Consciousness. Elle accompagne des personnes pour trouver des solutions adaptées à leur mode de vie pour retrouver du mieux-être. Nous allons découvrir comment arrêter de se sentir fatigué.e avec l'alimentation, la détox, les émotions et un mental au top ! A fond la forme avec Esther Schmitt ! - Épisode #169

Dans cet épisode avec Esther Schmitt, j'aborderai les thèmes suivants :

    Nous sommes en début d’année et pourtant beaucoup de personnes se sentent fatiguées que se passe-t-il ?
    Tu es passé par une phase très compliquée au niveau santé dans ta vie en 2011 d’où ton parcours vers la naturopathie, que s’est-il passé ?
    A cette époque tu étais tellement mal que tu n’imaginais pas un jour pouvoir avoir une vie heureuse et te reconnecter à ta pleine puissance ?
    Quel rôle avons-nous dans un processus d’auto guérison et comment pleinement devenir responsable de soi ? Et comment faire le lien entre soi et la maladie sans se culpabiliser ?
    Dans ton programme, tu proposes de d’abord poser un cadre de guérison, comment faire et quel est-il ?
    Dans la première phase tu parles de s’occuper en premier lieu du corps (avant les émotions et le mental) ?
    Comment savoir ce qui est bon pour soi au niveau alimentation et rythme de vie ? Comment prendre conscience de notre alimentation et changer d’habitude (c’est le plus difficile) ?
    Tu fais le distingo entre se nourrir et s’alimenter ?
    Comment mettre plus de vitalité dans son assiette au quotidien ?
    Comment renforcer son système immunitaire ?
    Quels sont les bienfaits d’une détox et quel serait un programme d’une journée détox anti-fatigue ?
    Et le petit déjeuner ? Je sais que tu es une pro du sujet ! Existe-t-il un petit déjeuner idéal ?
    Et le repas du soir quels sont les aliments dont nous avons le plus besoin?
    Passons à la recharge émotionnelle, qu’est-ce que c’est se recharger émotionnellement ?
    Comment bien gérer son sommeil et quels sont les différents profils de dormeurs ?
    Comment savoir ce qui nous pompe de l’énergie émotionnelle ?
    C’est quoi une routine ressourçante pour toi ? Donnes nous un petit programme ? Par exemple tu recommandes les bains de sel et tu parles d’apprendre à nommer et exprimer nos besoins ?
    C’est quoi un mental robuste et pourquoi est-ce important de le cultiver selon toi ?
    Comment être à l’écoute de ses intuitions ?
    Comment nous câbler pour se mettre en mode «solutions» ?
    Comment activer la voix du cœur et quels en sont ses bienfaits ?
    Faire de soi une priorité peut être vu comme assez autocentré ? En quel sens ?
    Comment visualiser la personne joyeuse que nous avons envie d’être ?

Qui est mon invitée de la semaine, Esther Schmitt ?

Esther Schmitt est naturopathe diplômée, en nutrition, formée à la chronobiologie alimentaire et à l’Access Consciousness. Elle accompagne des personnes pour trouver des solutions adaptées à leur mode de vie pour retrouver du mieux-être. Elle signe son premier ouvrage aux Editions Eyrolles J’arrête de me sentir fatigué.e, 21 jours pour mettre la fatigue KO.
On peut la retrouver sur son site Internet https://www.estherschmitt.com/fr

Quelques citations du podcast avec Esther Schmitt :
""Parfois il suffit de mettre en place une toute petite action tous les jours pour se sentir mieux""
""La graine germée est la quintessence de la vitalité""
""Si on mange trop gras, trop sucré et trop tard le soir, le corps ne se répare pas comme il le devrait""
""Les émotions nous nourrissent tout autant que la nourriture normale""
""La connexion à la nature devrait être quotidienne""

ATTENTION : ces informations ne remplacent en aucun cas une consultation chez le médecin. 


Retrouvez Métamorphose, le podcast qui éveille la conscience sur Apple Podcast / Google Podcasts /Spotify/ Deezer /YouTube / CastBox/ TuneIn.
Suivez les épisodes et gagnez des surprises sur Instagram !

Podcast enregistré à distance.","Métamorphose, éveille ta conscience",PT46M49S,78989
